name,lat,lon,difficulty,national_park
Estes Cone via Eugena Mine and Longs Peak Trail,40.27209,-105.5568,3,Rocky Mountain National Park
Andrews Tarn and Andrews Glacier Trail,40.31035,-105.64,5,Rocky Mountain National Park
Petroglyph Point Trail,37.18421,-108.4889,3,Mesa Verde National Park
Bridal Veil Falls Via Lumpy Ridge Trails,40.39655,-105.5125,5,Rocky Mountain National Park
Ypsilon Lake Trail,40.40726,-105.6261,3,Rocky Mountain National Park
Bear Lake to Sky Pond via Glacier Gorge Trail,40.3118,-105.6453,5,Rocky Mountain National Park
Calypso Cascades via Allenspark Trail,40.19372,-105.5423,3,Rocky Mountain National Park
Lake Helene via Fern Lake Trail,40.31195,-105.6455,3,Rocky Mountain National Park
Bluebird Lake Trail,40.20789,-105.5664,5,Rocky Mountain National Park
"Nymph, Dream, Haiyaha and Loch Vale Lakes Loop",40.31194,-105.6456,3,Rocky Mountain National Park
Cub Lake,40.356,-105.6159,3,Rocky Mountain National Park
East Inlet Trail to Lake Verna,40.23948,-105.7998,5,Rocky Mountain National Park
Warner Point Nature Trail,38.56251,-107.742,1,Black Canyon of the Gunnison National Park
Gem Lake Trail and Lumpy Ridge Loop,40.39649,-105.5127,3,Rocky Mountain National Park
Continental Divide National Scenic Trail (CDNST) Loop,40.30742,-105.84,5,Rocky Mountain National Park
Chasm Falls Trail via Old Fall River Road,40.41424,-105.6553,3,Rocky Mountain National Park
Timber Lake Trail,40.39963,-105.8475,3,Rocky Mountain National Park
Cliff Palace Loop Trail,37.16609,-108.4722,1,Mesa Verde National Park
Mills Lake and The Loch,40.3104,-105.6403,3,Rocky Mountain National Park
Green Mountain Trail,40.30741,-105.8409,3,Rocky Mountain National Park
Flat Top Mountain and Fern Lake Trail,40.3119,-105.6459,3,Rocky Mountain National Park
Alberta Falls and Bear Lake,40.31206,-105.6457,3,Rocky Mountain National Park
Gem Trail to Balanced Rock,40.39652,-105.5127,3,Rocky Mountain National Park
Alpine Ridge Trail,40.44121,-105.754,1,Rocky Mountain National Park
Four Lake Loop Trail,40.31201,-105.6459,3,Rocky Mountain National Park
Toll Memorial Trail,40.41211,-105.733,1,Rocky Mountain National Park
Mosca Pass Trail,37.7341,-105.5084,3,Great Sand Dunes National Park and Preserve
Finch Lake via Allenspark Trail,40.19359,-105.5422,3,Rocky Mountain National Park
"Tyndall Glacier and Nymph, Dream, Emerald, and Haiyaha Lakes",40.31172,-105.6455,3,Rocky Mountain National Park
Lily Ridge Trail,40.30674,-105.538,1,Rocky Mountain National Park
Oak Flat Loop Trail,38.55468,-107.6867,3,Black Canyon of the Gunnison National Park
Gunnison Route Trail,38.55487,-107.6864,5,Black Canyon of the Gunnison National Park
Dunes Trail from Pinyon Flats,37.74456,-105.5069,5,Great Sand Dunes National Park and Preserve
Crystal Lakes Trail,40.40715,-105.6262,5,Rocky Mountain National Park
Glacier Gorge Trailhead to Jewel Lake,40.31043,-105.6403,3,Rocky Mountain National Park
Trail Ridge Road,40.38707,-105.61,3,Rocky Mountain National Park
MacGregor Falls Trail,40.3965,-105.5134,3,Rocky Mountain National Park
Painted Wall View Trail,38.5805,-107.716,1,Black Canyon of the Gunnison National Park
Mills Lake via Glacier Gorge Trail,40.31137,-105.6461,3,Rocky Mountain National Park
Chapin Pass Trail to Mount Chapin,40.43483,-105.7303,3,Rocky Mountain National Park
Mount Chiquita via Chapin Pass Trail,40.43489,-105.7302,3,Rocky Mountain National Park
The Pool via Fern Lake Trail,40.35488,-105.631,1,Rocky Mountain National Park
Twin Owls and Lumpy Ridge Loop,40.39651,-105.513,1,Rocky Mountain National Park
Onahu Trail to Granite Falls,40.30743,-105.8408,3,Rocky Mountain National Park
Lulu City Trail,40.40174,-105.8486,3,Rocky Mountain National Park
Mirror Lake Trail,40.51791,-105.7704,3,Rocky Mountain National Park
Old Fall River Road,40.40534,-105.625,1,Rocky Mountain National Park
Thunder Lake Trail,40.20782,-105.5662,5,Rocky Mountain National Park
North Inlet Trail to Lake Nokoni,40.25655,-105.814,3,Rocky Mountain National Park
Balcony House Loop Trail,37.1624,-108.4651,1,Mesa Verde National Park
Bear Lake to Bierstadt Lake via Flat Top Mountain Trail,40.31208,-105.6459,1,Rocky Mountain National Park
Upper Beaver Meadows Loop Trail,40.37269,-105.6138,1,Rocky Mountain National Park
Chasm View Nature Trail,38.58485,-107.7089,1,Black Canyon of the Gunnison National Park
Forest Canyon Overlook,40.39574,-105.7114,1,Rocky Mountain National Park
Lion Lake Trail,40.20776,-105.566,5,Rocky Mountain National Park
Emerald Mountain Trail,40.32801,-105.5766,3,Rocky Mountain National Park
Sand Dunes Loop Trail,37.74001,-105.5167,3,Great Sand Dunes National Park and Preserve
Exclamation Point,38.58664,-107.705,1,Black Canyon of the Gunnison National Park
Green Mountain Summit Via North Vista Trail,38.58674,-107.7049,3,Black Canyon of the Gunnison National Park
5 Lake Loop,40.31226,-105.6464,5,Rocky Mountain National Park
Mesa Verde Point Lookout Trail,37.30649,-108.4201,3,Mesa Verde National Park
Big Meadows Trail,40.30738,-105.8408,3,Rocky Mountain National Park
Bear Lake and Nymph Lake,40.31182,-105.6457,1,Rocky Mountain National Park
Cow Creek to Gem Lake,40.43138,-105.501,3,Rocky Mountain National Park
East Inlet Trail to Spirit Lake,40.23958,-105.7997,5,Rocky Mountain National Park
Fern and Spruce Lakes,40.35479,-105.6313,3,Rocky Mountain National Park
Finch Lake and Pear Lake Trail,40.20847,-105.5608,3,Rocky Mountain National Park
East Inlet Trail to Adams Falls and Campsite,40.23959,-105.8008,3,Rocky Mountain National Park
Gunnison Point Overlook,38.55479,-107.6863,1,Black Canyon of the Gunnison National Park
Marmot Point Trail,40.44294,-105.7432,3,Rocky Mountain National Park
Holzwarth Historical Site / Never Summer Ranch,40.37258,-105.8546,1,Rocky Mountain National Park
Rim Rock Nature Trail,38.55407,-107.686,3,Black Canyon of the Gunnison National Park
Irene Lake Trail,40.41372,-105.8189,1,Rocky Mountain National Park
Soda Canyon Overlook Trail,37.16756,-108.4699,1,Mesa Verde National Park
Boulder Brook Trail,40.31994,-105.6199,3,Rocky Mountain National Park
Odessa Lake via Fern Lake Trail,40.35493,-105.6309,3,Rocky Mountain National Park
Ute Trail from Poudre Lake to Alpine Ridge,40.42036,-105.8115,3,Rocky Mountain National Park
"Chapin, Chiquita, Ypsilon",40.43487,-105.7303,5,Rocky Mountain National Park
Storm Pass Trail,40.30617,-105.536,3,Rocky Mountain National Park
Bear Lake to Lake Bierstadt,40.31196,-105.645,3,Rocky Mountain National Park
Beaver Ponds,40.35619,-105.6156,1,Rocky Mountain National Park
East Portal Trailhead: Wind River and Glacier Basin Loop,40.32831,-105.5783,3,Rocky Mountain National Park
Onahu Creek Trail,40.30735,-105.8412,1,Rocky Mountain National Park
Eugenia Mine,40.27212,-105.5568,3,Rocky Mountain National Park
Upper Sand Creek Lake Trail,37.92438,-105.4875,5,Great Sand Dunes National Park and Preserve
Mesa Verde National Park Scenic Drive,37.34014,-108.4119,1,Mesa Verde National Park
Warner Route,38.56246,-107.74,5,Black Canyon of the Gunnison National Park
Mill Creek Basin Trail to Bierstadt Lake,40.3417,-105.6052,3,Rocky Mountain National Park
Mount Lady Washington and Chasm Lake,40.27134,-105.5555,5,Rocky Mountain National Park
Mummy Mountain Trail,40.40716,-105.626,5,Rocky Mountain National Park
Beaver Mountian Trail,40.37288,-105.6136,3,Rocky Mountain National Park
Bible Point,40.3435,-105.5833,1,Rocky Mountain National Park
Long House Trail,37.19588,-108.5378,3,Mesa Verde National Park
Lilly Lake to Estes Cone Loop,40.30665,-105.5378,5,Rocky Mountain National Park
Tonahutu Creek Trail to Big Meadows,40.2565,-105.814,3,Rocky Mountain National Park
Twin Owls Loop,40.40142,-105.521,3,Rocky Mountain National Park
Big Meadow and Ptarmigan Pass Loop Trail,40.2566,-105.8146,3,Rocky Mountain National Park
Little Yellowstone,40.40168,-105.8486,3,Rocky Mountain National Park
Shadow Mountain Fire Lookout Trail,40.2066,-105.8426,3,Rocky Mountain National Park
Little Matterhorn,40.31196,-105.6456,3,Rocky Mountain National Park
Lookout Mountain and Horsetooth Peak,40.23703,-105.5406,5,Rocky Mountain National Park
Glacier Gorge to Glacier Creek Trail,40.31053,-105.6404,3,Rocky Mountain National Park
Rocky Mountain Lake Loop,40.31153,-105.6463,5,Rocky Mountain National Park
Medano Lake Trail,37.8558,-105.4322,3,Great Sand Dunes National Park and Preserve
Mount Lady Washington,40.27196,-105.5565,5,Rocky Mountain National Park
Cedar Point Nature Trail,38.57637,-107.72,3,Black Canyon of the Gunnison National Park
Bear Lake Trail Head to North Inlet Trail Head,40.25636,-105.8143,5,Rocky Mountain National Park
Step House Trail,37.19601,-108.5372,3,Mesa Verde National Park
Sprague Lake,40.32831,-105.5762,3,Rocky Mountain National Park
Montville Nature Trail,37.73423,-105.508,1,Great Sand Dunes National Park and Preserve
Finch Lake and Pear Reservoir Trail,40.20762,-105.5663,5,Rocky Mountain National Park
The Spearhead via Glacier Gorge Trail,40.31051,-105.6403,5,Rocky Mountain National Park
Bear Lake Road Loop,40.3104,-105.6403,3,Rocky Mountain National Park
Dunes Overlook Sand Ramp Trail,37.75804,-105.5011,3,Great Sand Dunes National Park and Preserve
North Deer Mountain Trail,40.40106,-105.5937,3,Rocky Mountain National Park
Knife Edge Trail,37.30423,-108.425,1,Mesa Verde National Park
Lake Nanita Trail,40.25644,-105.8144,5,Rocky Mountain National Park
Peak 12150 via Ute Trail,40.42039,-105.811,5,Rocky Mountain National Park
Prater Ridge Trail,37.29679,-108.4184,3,Mesa Verde National Park
Shipler Cabin,40.40174,-105.8486,3,Rocky Mountain National Park
Far View Sites Complex,37.23786,-108.5039,1,Mesa Verde National Park
Spruce Canyon Trail,37.18653,-108.4882,3,Mesa Verde National Park
The Saddle Trail,40.40726,-105.6261,5,Rocky Mountain National Park
Fern Lake Trail and Cub Lake Trail Loop,40.35622,-105.6157,3,Rocky Mountain National Park
Mount Otis from Bear Lake,40.31145,-105.6461,5,Rocky Mountain National Park
Hidden Valley Creek Nature Walk,40.39375,-105.6552,1,Rocky Mountain National Park
Oldman Mountain,40.37642,-105.5423,3,Rocky Mountain National Park
Haynach Lakes Trail,40.3074,-105.8409,5,Rocky Mountain National Park
Black Canyon Trail,40.4015,-105.521,3,Rocky Mountain National Park
Hidden Valley Trail,40.39371,-105.6555,5,Rocky Mountain National Park
Shelf Lake and Solitude Lake via Glacier Gorge Trail,40.31058,-105.64,5,Rocky Mountain National Park
Finch Lake from Finch Lake Trailhead,40.20853,-105.5605,3,Rocky Mountain National Park
Longs Peak Via Boulder Brook,40.31999,-105.6,5,Rocky Mountain National Park
East Shore Trail,40.13008,-105.7662,3,Rocky Mountain National Park
South Lateral Moraine Trail,40.35395,-105.5834,1,Rocky Mountain National Park
"Black Canyon, Dark Mountain, Cow Creek, Gem Lake Loop",40.39646,-105.513,3,Rocky Mountain National Park
Dragon Point Trail,38.57396,-107.723,1,Black Canyon of the Gunnison National Park
Lake of the Clouds via Grand Ditch Trail,40.40166,-105.8489,3,Rocky Mountain National Park
Azure Lake and Inkwell Lake Loop,40.42024,-105.8113,5,Rocky Mountain National Park
Cache la Poudre River Trail,40.42534,-105.8052,1,Rocky Mountain National Park
"Sprague Lake, Glacier Creek and Storm Pass Loop",40.32052,-105.6078,3,Rocky Mountain National Park
"Nymph Lake, Lake Haiyaha, Mills Lake and Jewel Lake",40.31194,-105.645,3,Rocky Mountain National Park
Little Medano Creek Trail to Medano Lake,37.75799,-105.5011,3,Great Sand Dunes National Park and Preserve
Wellington Ditch Trail,37.73399,-105.5087,1,Great Sand Dunes National Park and Preserve
High Point Trail,38.56258,-107.7412,3,Black Canyon of the Gunnison National Park
Little Horseshoe Park Trail,40.40703,-105.6261,1,Rocky Mountain National Park
Flattop Mountain Trail to Ptarmigan Pass to Big Meadows,40.31212,-105.6463,5,Rocky Mountain National Park
Sundance Mountain Trail,40.40456,-105.713,3,Rocky Mountain National Park
West Creek Falls and Fox Creek Falls Trail,40.43051,-105.5007,5,Rocky Mountain National Park
Mount Fairchild Trail,40.40727,-105.6265,5,Rocky Mountain National Park
Eagle Cliff Mountain,40.34432,-105.571,5,Rocky Mountain National Park
Mesa Top Loop Road,37.18449,-108.4845,1,Mesa Verde National Park
Park Point Overlook Trail,37.2797,-108.462,1,Mesa Verde National Park
Fern Lake Trail to Flat Top Mountain Loop,40.35483,-105.6308,5,Rocky Mountain National Park
East Portal Trail,38.52786,-107.649,1,Black Canyon of the Gunnison National Park
Chief Cheley Peak and Mount Ida,40.42039,-105.811,5,Rocky Mountain National Park
Black Canyon Trail,40.39644,-105.5128,3,Rocky Mountain National Park
Pulpit Rock Overlook Trail,38.5652,-107.7003,1,Black Canyon of the Gunnison National Park
Cub Lake Loop via Moraine Trail,40.34156,-105.6052,3,Rocky Mountain National Park
Badger House Community Trail,37.19574,-108.538,1,Mesa Verde National Park
Chapin Creek,40.43484,-105.7303,1,Rocky Mountain National Park
Cross Fissures Trail,38.5705,-107.7035,1,Black Canyon of the Gunnison National Park
Dunes Overlook Trail,37.74456,-105.5074,3,Great Sand Dunes National Park and Preserve
Devils Lookout Trail,38.57157,-107.7082,1,Black Canyon of the Gunnison National Park
Visitor Center to Granite Falls,40.26645,-105.832,3,Rocky Mountain National Park
Beaver Ponds Boardwalk,40.39911,-105.641,1,Rocky Mountain National Park
Red Mountain to Grand Ditch Trail,40.3723,-105.8602,3,Rocky Mountain National Park
Six Lakes Boulder Loop,40.31189,-105.646,5,Rocky Mountain National Park
Cow Creek to McGregor Loop,40.43106,-105.5006,3,Rocky Mountain National Park
Storm Pass and Longs Peak Trail,40.30644,-105.537,5,Rocky Mountain National Park
Sunset View Trail,38.56876,-107.7335,1,Black Canyon of the Gunnison National Park
"Wind River, Storm Pass, Sprague Lake, and Glacier Creek Loop",40.32814,-105.5757,3,Rocky Mountain National Park
Continental Divide Traverse: Milner Pass to Bear Lake,40.42038,-105.811,3,Rocky Mountain National Park
Rock Point Trail,38.57053,-107.7066,1,Black Canyon of the Gunnison National Park
Finch Lake and Pear Lake via Allenspark Trail,40.19381,-105.541,3,Rocky Mountain National Park
Bear Lake to Howell Park,40.31197,-105.6459,3,Rocky Mountain National Park
Balanced Rock via Cow Creek Trail,40.43103,-105.5006,3,Rocky Mountain National Park
Farming Terraces Trail,37.19833,-108.4836,1,Mesa Verde National Park
Colorado River and Red Mountain Trail,40.40165,-105.848,5,Rocky Mountain National Park
Chasm View South Rim Lookout Trail,38.58116,-107.7148,1,Black Canyon of the Gunnison National Park
Lulu City via Little Yellowstone Trail,40.48034,-105.8223,3,Rocky Mountain National Park
Uplands Trail,38.55479,-107.6866,1,Black Canyon of the Gunnison National Park
Skeleton Gulch,40.40165,-105.8487,5,Rocky Mountain National Park
Pinion Flats Campground Trail,37.74457,-105.5072,1,Great Sand Dunes National Park and Preserve
North Long's Peak Trail to Boulder Brook,40.31051,-105.6403,3,Rocky Mountain National Park
Wild Basin Trail to Allenspark Trail,40.2079,-105.5664,3,Rocky Mountain National Park
Bear Lake Road to Cub Lake and Fern Lake Trail,40.32048,-105.623,3,Rocky Mountain National Park
Bear Fern Cub Lake,40.31206,-105.6463,3,Rocky Mountain National Park
Deadhorse Loop Trail,38.56199,-107.6771,3,Black Canyon of the Gunnison National Park
Lake Nanita and Nokoni via Bear Lake Trailhead,40.31194,-105.6458,5,Rocky Mountain National Park
Gianttrack Mountain Trail,40.30688,-105.5379,5,Rocky Mountain National Park
Boulder Grand Pass and Thunder Lake Trail,40.20766,-105.5665,3,Rocky Mountain National Park
Keplinger Lake from Sandbeach Lake Trailhead,40.22015,-105.5341,5,Rocky Mountain National Park
Hague Valley,40.43467,-105.7305,5,Rocky Mountain National Park
"Boulder Brook, North Longs Peak Trail, Alberta Falls and Glacier Creek Loop",40.31963,-105.6197,3,Rocky Mountain National Park
North Inlet Trail to Lake Nanita,40.25655,-105.8146,5,Rocky Mountain National Park
Tomichi Trail,38.5504,-107.687,5,Black Canyon of the Gunnison National Park
Timber Creek Trail,40.31591,-105.8436,3,Rocky Mountain National Park
Grand Ditch to Thunder Pass Trail,40.4803,-105.8222,3,Rocky Mountain National Park
Tonahutu Creek and Granite Falls Trail,40.25664,-105.8146,3,Rocky Mountain National Park
Spectacle Lakes via Ypsilon Lake Trail,40.40077,-105.6266,3,Rocky Mountain National Park
Rowe's Glacier to Lost Lake via Lawn Lake Trail,40.40709,-105.6264,5,Rocky Mountain National Park
Sky Pond via Glacier Creek Loop,40.32038,-105.6083,5,Rocky Mountain National Park
Valley and River Trail Loop,40.27703,-105.85,3,Rocky Mountain National Park
High and Star Dune Loop,37.73916,-105.5181,3,Great Sand Dunes National Park and Preserve
Fox Creek Falls,40.43058,-105.5007,5,Rocky Mountain National Park
Deer Mountain Loop,40.38692,-105.6097,3,Rocky Mountain National Park
Rocky Mountain National Park River Trail,40.27714,-105.8498,3,Rocky Mountain National Park
River and Tonahutu Creek Loop,40.2771,-105.85,3,Rocky Mountain National Park
War Dance Falls and Bench Lake via North Inlet Trail,40.25655,-105.8146,5,Rocky Mountain National Park
Sandbeach Lake and Mount Orton,40.21988,-105.5344,5,Rocky Mountain National Park
Sundance Mountain,40.39322,-105.695,3,Rocky Mountain National Park
Dead Horse Trail,38.56201,-107.6776,3,Black Canyon of the Gunnison National Park
Little Rock Lake via Ute Trail and Mount Ida Trail,40.4203,-105.8112,5,Rocky Mountain National Park
Sandbeach Trailhead to Bierstadt Lake Trailhead,40.21962,-105.5344,5,Rocky Mountain National Park
Spruce Tree House Trail [CLOSED],37.1843,-108.4883,1,Mesa Verde National Park
Sand Sheet Loop,37.73285,-105.5124,1,Great Sand Dunes National Park and Preserve
Specimen Mountain Crater Trail [CLOSED],40.42415,-105.808,3,Rocky Mountain National Park
"Granite Pass, Chasm Lake, and Storm Pass from Storm Pass Trailhead",40.3201,-105.6199,5,Rocky Mountain National Park
Shark Valley Trail,25.7567,-80.7658,1,Everglades National Park
Anhinga Trail,25.38252,-80.6097,1,Everglades National Park
Fort Pickens Trail,30.31858,-87.2411,1,Fort Pickens National Park
